Term Code ,Term Name ,Subject Code ,Subject Name                     ,Course ID ,Course GUID ,Catalog Number ,Course Title                                                                                                         
     1252 ,F2024     ,HIS          ,History                          ,   003499 , 1252003499 ,504            ,Colonial Latin America to 1810                                                                                       
     1252 ,F2024     ,HIS          ,History                          ,   011537 , 1252011537 ,507            ,Environmental History: Plural Global and Local Narratives                                                            
     1252 ,F2024     ,HIS          ,History                          ,   003523 , 1252003523 ,527            ,20th-Century Japanese History                                                                                        
     1252 ,F2024     ,HIS          ,History                          ,   003526 , 1252003526 ,530            ,Modern China                                                                                                         
     1252 ,F2024     ,HIS          ,History                          ,   011951 , 1252011951 ,537            ,Muslims Across the Indian Ocean                                                                                      
     1252 ,F2024     ,HIS          ,History                          ,   012334 , 1252012334 ,538            ,Modern Middle East                                                                                                   
     1252 ,F2024     ,HIS          ,History                          ,   016800 , 1252016800 ,545            ,Problems in Byzantine History                                                                                        
     1252 ,F2024     ,HIS          ,History                          ,   012335 , 1252012335 ,552            ,International Financial History                                                                                      
     1252 ,F2024     ,HIS          ,History                          ,   017364 , 1252017364 ,558            ,Roman Law & Society                                                                                                  
     1252 ,F2024     ,HIS          ,History                          ,   015348 , 1252015348 ,570            ,Modern Eastern Europe: Concepts and Interpretations                                                                  
     1252 ,F2024     ,HIS          ,History                          ,   008463 , 1252008463 ,572            ,Topics in American Legal History: American Legal Thought                                                             
     1252 ,F2024     ,HIS          ,History                          ,   012777 , 1252012777 ,576            ,Comparative Race/Ethnicity in the United States                                                                      
     1252 ,F2024     ,HIS          ,History                          ,   014303 , 1252014303 ,578            ,"Topics in African Diaspora History: Emancipation, Migration, Decolonization"
     1252 ,F2024     ,HIS          ,History                          ,   017365 , 1252017365 ,583            ,"Law, Empire, and International Order"
     1252 ,F2024     ,HIS          ,History                          ,   003577 , 1252003577 ,589            ,Readings in American History: Reconstruction to World War I                                                          
     1252 ,F2024     ,HIS          ,History                          ,   003577 , 1252003577 ,589            ,Readings in American History: Reconstruction to World War I                                                          
     1252 ,F2024     ,HIS          ,History                          ,   017366 , 1252017366 ,591            ,From Democracy to Autocracy: The Lessons of Medieval Italy                                                           
     1252 ,F2024     ,NES          ,Near Eastern Studies             ,   013327 , 1252013327 ,389            ,"Everyday Writing in Medieval Egypt, 600-1500"
     1252 ,F2024     ,NES          ,Near Eastern Studies             ,   004647 , 1252004647 ,433            ,Imperialism and Reform in the Middle East and the Balkans                                                            
     1252 ,F2024     ,SPI          ,Public & International Affairs   ,   012093 , 1252012093 ,466            ,Financial History                                                                                                    
     1252 ,F2024     ,ANT          ,Anthropology                     ,   011188 , 1252011188 ,305            ,Psychological Anthropology                                                                                           
     1252 ,F2024     ,ART          ,Art and Archaeology              ,   016408 , 1252016408 ,335            ,Byzantine Art                                                                                                        
     1252 ,F2024     ,ART          ,Art and Archaeology              ,   000623 , 1252000623 ,430            ,Seminar. Medieval Art: Genesis: Cosmos and Ethos in Late Antique Art                                                 
     1252 ,F2024     ,CLA          ,Classics                         ,   015956 , 1252015956 ,203            ,What is a Classic?                                                                                                   
     1252 ,F2024     ,CLA          ,Classics                         ,   001090 , 1252001090 ,212            ,Classical Mythology                                                                                                  
     1252 ,F2024     ,CLA          ,Classics                         ,   001090 , 1252001090 ,212            ,Classical Mythology                                                                                                  
     1252 ,F2024     ,CLA          ,Classics                         ,   001104 , 1252001104 ,326            ,Topics in Ancient History: Athenian Democracy and Its Critics                                                        
     1252 ,F2024     ,CLA          ,Classics                         ,   001114 , 1252001114 ,502            ,Survey of Selected Greek Literature: Survey of Greek Literature                                                      
     1252 ,F2024     ,CLA          ,Classics                         ,   001146 , 1252001146 ,547            ,Problems in Ancient History: The Senses in the Ancient Mediterranean                                                 
     1252 ,F2024     ,CLA          ,Classics                         ,   001146 , 1252001146 ,547            ,Problems in Ancient History: The Senses in the Ancient Mediterranean                                                 
     1252 ,F2024     ,HIS          ,History                          ,   016511 , 1252016511 ,205            ,The Byzantine Empire                                                                                                 
     1252 ,F2024     ,HIS          ,History                          ,   016850 , 1252016850 ,225            ,The Mediterranean: From Rome to Fortress Europe                                                                      
     1252 ,F2024     ,HIS          ,History                          ,   016850 , 1252016850 ,225            ,The Mediterranean: From Rome to Fortress Europe                                                                      
     1252 ,F2024     ,HIS          ,History                          ,   016850 , 1252016850 ,225            ,The Mediterranean: From Rome to Fortress Europe                                                                      
     1252 ,F2024     ,HIS          ,History                          ,   016850 , 1252016850 ,225            ,The Mediterranean: From Rome to Fortress Europe                                                                      
     1252 ,F2024     ,HIS          ,History                          ,   016850 , 1252016850 ,225            ,The Mediterranean: From Rome to Fortress Europe                                                                      
     1252 ,F2024     ,HIS          ,History                          ,   016850 , 1252016850 ,225            ,The Mediterranean: From Rome to Fortress Europe                                                                      
     1252 ,F2024     ,HIS          ,History                          ,   016850 , 1252016850 ,225            ,The Mediterranean: From Rome to Fortress Europe                                                                      
     1252 ,F2024     ,HIS          ,History                          ,   015181 , 1252015181 ,240            ,"Modern Eastern Europe, 19th to 20th Centuries"
     1252 ,F2024     ,HIS          ,History                          ,   015181 , 1252015181 ,240            ,"Modern Eastern Europe, 19th to 20th Centuries"
     1252 ,F2024     ,HIS          ,History                          ,   015181 , 1252015181 ,240            ,"Modern Eastern Europe, 19th to 20th Centuries"
     1252 ,F2024     ,HIS          ,History                          ,   015181 , 1252015181 ,240            ,"Modern Eastern Europe, 19th to 20th Centuries"
     1252 ,F2024     ,HIS          ,History                          ,   003385 , 1252003385 ,343            ,The Formation of the Christian West                                                                                  
     1252 ,F2024     ,HIS          ,History                          ,   003385 , 1252003385 ,343            ,The Formation of the Christian West                                                                                  
     1252 ,F2024     ,HIS          ,History                          ,   003385 , 1252003385 ,343            ,The Formation of the Christian West                                                                                  
